,team_name,win,side,game_num,0/stats/assists,0/stats/champLevel,0/stats/deaths,0/stats/doubleKills,0/stats/firstBloodAssist,0/stats/firstInhibitorAssist,0/stats/firstTowerAssist,0/stats/goldEarned,0/stats/inhibitorKills,0/stats/item1,0/stats/item2,0/stats/item3,0/stats/item4,0/stats/item5,0/stats/item6,0/stats/kills,0/stats/largestKillingSpree,0/stats/longestTimeSpentLiving,0/stats/magicDamageDealt,0/stats/magicDamageDealtToChampions,0/stats/magicalDamageTaken,0/stats/neutralMinionsKilledEnemyJungle,0/stats/neutralMinionsKilledTeamJungle,0/stats/pentaKills,0/stats/physicalDamageDealt,0/stats/physicalDamageDealtToChampions,0/stats/physicalDamageTaken,0/stats/quadraKills,0/stats/totalDamageDealt,0/stats/totalDamageDealtToChampions,0/stats/totalHeal,0/stats/totalMinionsKilled,0/stats/totalTimeCrowdControlDealt,0/stats/tripleKills,0/stats/trueDamageDealt,0/stats/trueDamageDealtToChampions,0/stats/trueDamageTaken,0/stats/turretKills,0/stats/visionWardsBoughtInGame,0/stats/wardsKilled,0/stats/wardsPlaced,1/stats/assists,1/stats/champLevel,1/stats/deaths,1/stats/doubleKills,1/stats/firstBloodAssist,1/stats/firstInhibitorAssist,1/stats/firstTowerAssist,1/stats/goldEarned,1/stats/inhibitorKills,1/stats/item1,1/stats/item2,1/stats/item3,1/stats/item4,1/stats/item5,1/stats/item6,1/stats/kills,1/stats/largestKillingSpree,1/stats/longestTimeSpentLiving,1/stats/magicDamageDealt,1/stats/magicDamageDealtToChampions,1/stats/magicalDamageTaken,1/stats/neutralMinionsKilledEnemyJungle,1/stats/neutralMinionsKilledTeamJungle,1/stats/pentaKills,1/stats/physicalDamageDealt,1/stats/physicalDamageDealtToChampions,1/stats/physicalDamageTaken,1/stats/quadraKills,1/stats/totalDamageDealt,1/stats/totalDamageDealtToChampions,1/stats/totalHeal,1/stats/totalMinionsKilled,1/stats/totalTimeCrowdControlDealt,1/stats/tripleKills,1/stats/trueDamageDealt,1/stats/trueDamageDealtToChampions,1/stats/trueDamageTaken,1/stats/turretKills,1/stats/visionWardsBoughtInGame,1/stats/wardsKilled,1/stats/wardsPlaced,2/stats/assists,2/stats/champLevel,2/stats/deaths,2/stats/doubleKills,2/stats/firstBloodAssist,2/stats/firstInhibitorAssist,2/stats/firstTowerAssist,2/stats/goldEarned,2/stats/inhibitorKills,2/stats/item1,2/stats/item2,2/stats/item3,2/stats/item4,2/stats/item5,2/stats/item6,2/stats/kills,2/stats/largestKillingSpree,2/stats/longestTimeSpentLiving,2/stats/magicDamageDealt,2/stats/magicDamageDealtToChampions,2/stats/magicalDamageTaken,2/stats/neutralMinionsKilledEnemyJungle,2/stats/neutralMinionsKilledTeamJungle,2/stats/pentaKills,2/stats/physicalDamageDealt,2/stats/physicalDamageDealtToChampions,2/stats/physicalDamageTaken,2/stats/quadraKills,2/stats/totalDamageDealt,2/stats/totalDamageDealtToChampions,2/stats/totalHeal,2/stats/totalMinionsKilled,2/stats/totalTimeCrowdControlDealt,2/stats/tripleKills,2/stats/trueDamageDealt,2/stats/trueDamageDealtToChampions,2/stats/trueDamageTaken,2/stats/turretKills,2/stats/visionWardsBoughtInGame,2/stats/wardsKilled,2/stats/wardsPlaced,3/stats/assists,3/stats/champLevel,3/stats/deaths,3/stats/doubleKills,3/stats/firstBloodAssist,3/stats/firstInhibitorAssist,3/stats/firstTowerAssist,3/stats/goldEarned,3/stats/inhibitorKills,3/stats/item1,3/stats/item2,3/stats/item3,3/stats/item4,3/stats/item5,3/stats/item6,3/stats/kills,3/stats/largestKillingSpree,3/stats/longestTimeSpentLiving,3/stats/magicDamageDealt,3/stats/magicDamageDealtToChampions,3/stats/magicalDamageTaken,3/stats/neutralMinionsKilledEnemyJungle,3/stats/neutralMinionsKilledTeamJungle,3/stats/pentaKills,3/stats/physicalDamageDealt,3/stats/physicalDamageDealtToChampions,3/stats/physicalDamageTaken,3/stats/quadraKills,3/stats/totalDamageDealt,3/stats/totalDamageDealtToChampions,3/stats/totalHeal,3/stats/totalMinionsKilled,3/stats/totalTimeCrowdControlDealt,3/stats/tripleKills,3/stats/trueDamageDealt,3/stats/trueDamageDealtToChampions,3/stats/trueDamageTaken,3/stats/turretKills,3/stats/visionWardsBoughtInGame,3/stats/wardsKilled,3/stats/wardsPlaced,4/stats/assists,4/stats/champLevel,4/stats/deaths,4/stats/doubleKills,4/stats/firstBloodAssist,4/stats/firstInhibitorAssist,4/stats/firstTowerAssist,4/stats/goldEarned,4/stats/inhibitorKills,4/stats/item1,4/stats/item2,4/stats/item3,4/stats/item4,4/stats/item5,4/stats/item6,4/stats/kills,4/stats/largestKillingSpree,4/stats/longestTimeSpentLiving,4/stats/magicDamageDealt,4/stats/magicDamageDealtToChampions,4/stats/magicalDamageTaken,4/stats/neutralMinionsKilledEnemyJungle,4/stats/neutralMinionsKilledTeamJungle,4/stats/pentaKills,4/stats/physicalDamageDealt,4/stats/physicalDamageDealtToChampions,4/stats/physicalDamageTaken,4/stats/quadraKills,4/stats/totalDamageDealt,4/stats/totalDamageDealtToChampions,4/stats/totalHeal,4/stats/totalMinionsKilled,4/stats/totalTimeCrowdControlDealt,4/stats/tripleKills,4/stats/trueDamageDealt,4/stats/trueDamageDealtToChampions,4/stats/trueDamageTaken,4/stats/turretKills,4/stats/visionWardsBoughtInGame,4/stats/wardsKilled,4/stats/wardsPlaced,baronKills,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,towerKills
1,SK,0,1,2,10,14,4,0,False,False,False,10455,0,3157,0,0,0,0,3363,2,2,1203,101824,12531,8014,0,8,0,9211,845,14505,0,111036,13376,3389,180,349,0,0,0,140,0,3,5,13,8,14,6,0,False,False,False,10427,0,2043,1410,3135,3009,0,3364,3,2,517,99905,11663,16435,16,58,0,11605,683,16371,0,122078,12538,13386,46,319,0,10568,192,50,1,5,18,19,6,14,2,0,False,False,False,11718,0,3009,3140,3147,3052,1037,3363,9,5,1432,5468,1512,4504,0,7,0,102386,18531,8392,0,108620,20546,1850,172,154,0,766,502,406,1,1,2,13,5,15,4,1,False,False,True,11970,0,3140,3009,3085,3124,3155,3363,5,2,1414,62444,6668,4584,1,2,0,90290,8689,9889,0,153985,16607,2009,259,910,0,1250,1250,56,0,1,5,9,10,10,4,0,False,False,True,7270,0,0,2049,2043,3097,3009,3364,0,0,888,6600,2631,8341,0,0,0,5202,599,10881,0,13637,3231,1935,30,359,0,1834,0,224,0,6,11,33,0,2,False,True,True,False,False,True,0,3
0,MIL,0,0,1,2,15,4,0,False,False,False,10502,0,1333,3133,3155,3134,3071,3363,0,0,1020,110,110,5286,0,17,0,129985,2874,8466,0,130095,2984,30,197,116,0,0,0,48,2,1,5,15,2,14,3,0,False,False,False,10336,0,3156,3932,1036,3052,1321,3364,1,0,1016,20096,1251,7628,19,74,0,107840,7134,18207,0,150123,8470,14047,53,526,0,22187,84,220,0,8,17,27,2,15,2,1,False,False,False,11912,0,1038,3078,1037,3020,3094,3363,2,2,1326,131989,18995,10119,0,15,0,38294,3322,6406,0,170283,22318,2240,270,36,0,0,0,148,0,4,7,14,2,14,3,0,False,False,False,10401,0,3140,3508,1333,1053,3046,3363,0,0,1057,4394,1012,5413,1,22,0,138797,6070,5111,0,144299,7194,1589,221,227,0,1108,112,0,1,0,1,11,1,10,3,0,False,False,False,7053,0,2303,3190,3117,1027,2043,3364,2,0,1036,5662,1908,6472,0,0,0,4362,234,5011,0,10294,2413,913,29,51,0,270,270,150,0,6,14,38,0,2,False,True,True,False,True,False,0,3
1,CW,1,1,1,7,15,1,0,False,False,False,11278,1,2033,0,3009,3025,3065,3363,2,2,572,93310,4216,3392,0,13,0,32155,2146,8856,0,125465,6363,1311,187,683,0,0,0,196,0,3,3,18,7,14,2,0,False,False,False,11151,0,3157,2031,3027,3020,0,3364,3,2,1266,112345,10119,6103,12,79,0,14574,786,13695,0,142017,10952,11028,48,397,0,15097,46,0,1,4,21,27,8,16,0,0,False,True,False,13458,0,0,3027,1056,1333,3100,3363,1,0,1915,180619,12453,4611,5,9,0,31470,918,8743,0,212090,13371,1574,265,324,0,0,0,0,3,6,7,21,3,15,1,1,False,True,False,13741,0,3153,1055,3025,3042,3158,3363,7,6,1038,23326,3534,6158,1,23,0,139827,15594,6310,0,164478,19648,2519,251,993,0,1324,520,170,1,2,4,13,9,11,1,0,False,True,False,8608,0,3117,2049,3190,2043,0,3364,2,0,1272,10413,4466,3013,1,0,0,5084,391,4326,0,15498,4857,62,13,78,0,0,0,100,1,10,10,37,0,1,False,False,False,True,False,True,1,7
0,CW,1,0,2,5,14,0,0,False,True,False,10150,0,3211,2043,3009,3025,3067,3363,2,2,0,33276,2823,4565,3,0,0,75131,9163,6892,0,108407,11987,1661,197,2083,0,0,0,119,2,3,7,12,4,14,2,0,False,False,False,10476,0,3001,3027,3020,0,0,3364,4,3,1135,108265,13239,4699,15,67,0,21328,1278,15264,0,144953,14865,8703,43,393,0,15359,348,144,3,3,5,20,9,14,0,0,False,True,True,10982,0,1026,1058,3100,1056,1333,3363,2,2,0,103324,13276,4676,1,8,0,24092,2248,3504,0,127417,15524,1126,183,782,0,0,0,0,1,2,2,13,3,13,1,2,False,True,False,11661,0,3508,3158,1038,1083,3087,3363,4,4,780,9139,896,1573,2,8,0,145463,15384,5324,0,156478,16992,1626,229,140,0,1876,712,0,3,3,1,10,9,11,1,0,False,False,False,7257,1,1327,2049,3105,0,2043,3364,0,0,688,3517,1486,2996,0,0,0,4825,735,1907,0,8342,2222,3575,8,69,0,0,0,0,0,6,4,28,0,0,False,True,False,True,True,True,1,9
1,MIL,0,1,2,2,13,4,0,False,False,False,7973,0,2043,1056,1323,3065,0,3363,1,0,640,79922,5796,6435,0,0,0,16051,794,15112,0,95973,6590,3868,189,615,0,0,0,556,0,1,3,9,4,12,1,0,False,False,False,7695,0,3111,1409,0,0,1029,3364,0,0,1481,29115,2916,6130,10,67,0,60683,1867,21197,0,105708,4832,13107,17,510,0,15910,48,440,0,5,10,22,0,13,4,0,False,False,False,8357,0,0,3027,0,3165,1056,3363,1,0,700,94473,7795,8753,0,12,0,14094,311,3804,0,108567,8106,570,199,881,0,0,0,64,0,2,8,10,2,13,3,0,False,False,False,9855,0,3155,3158,3508,1037,3046,3363,2,0,791,3781,495,3036,1,7,0,126527,10715,9058,0,130812,11426,2181,239,68,0,503,215,0,2,0,3,9,3,9,0,0,False,False,False,5333,0,2303,2043,1328,1033,0,3364,0,0,0,6256,1352,7365,0,0,0,3648,190,7117,0,12813,1542,6717,26,70,0,2908,0,0,0,2,8,22,0,3,False,False,True,False,False,False,0,2
0,MIL,0,0,3,7,14,4,0,False,False,True,9692,0,2043,1323,1054,3068,1029,3363,1,0,521,62824,3397,5402,0,4,0,25695,2379,10878,0,88520,5777,1684,162,267,0,0,0,137,0,3,3,13,3,14,4,0,False,False,False,9890,0,3211,1409,0,3111,3067,3364,2,2,822,41378,5214,11013,25,72,0,66124,2393,18198,0,126225,7847,12288,33,930,0,18723,240,302,0,5,11,30,3,14,4,0,False,False,False,11199,0,3031,3078,3020,3086,1042,3363,3,0,1061,120607,15717,7850,0,7,0,39000,3531,7043,0,159703,19345,1282,254,14,0,96,96,137,1,1,6,9,3,14,5,0,False,False,True,11614,0,3142,3006,3072,1053,1037,3363,2,0,600,0,0,7327,3,10,0,149612,12750,7772,0,152763,13270,1685,225,170,0,3151,520,241,1,0,3,7,7,11,3,0,False,False,False,7690,0,2303,3190,2043,3117,3024,3364,1,0,1049,11154,3488,7412,0,0,0,7497,687,7542,0,20803,5090,2478,53,84,0,2151,914,394,1,4,15,35,0,2,False,False,True,False,False,True,0,3
1,CW,1,1,3,6,15,0,1,False,True,False,12134,0,3065,2043,3009,3025,1011,3363,6,6,1768,36591,2539,4099,6,31,0,87915,7746,10310,0,124786,10341,1927,133,2645,0,280,56,312,2,4,6,15,11,13,4,0,False,False,False,10625,0,0,3009,3116,3082,3024,3364,3,2,594,77157,10681,6779,22,43,0,25257,1284,13288,0,115274,12127,5640,28,823,0,12859,161,762,0,2,11,25,13,15,2,1,False,False,False,13422,1,3089,1333,1056,3165,3027,3363,5,3,1431,159914,18545,10151,1,17,0,18153,963,7038,0,179231,19927,3434,239,496,0,1163,418,200,2,5,4,16,10,15,2,1,False,False,False,13574,0,3072,2043,3158,3508,3087,3363,6,5,1327,26599,1647,4556,6,14,0,150842,18197,8285,1,180643,20420,3539,229,297,1,3201,576,162,1,3,4,11,18,11,1,0,False,True,False,9051,0,3222,2301,3024,0,0,3364,0,0,1327,9795,5593,2232,1,0,0,7874,816,5546,0,21382,6410,1117,14,89,0,3712,0,334,0,13,11,46,0,1,False,True,False,True,True,False,1,10
0,HMA,0,0,1,2,15,5,0,False,False,False,11239,0,3140,3111,3025,3512,0,3340,2,0,1257,97468,10711,5522,0,5,0,35631,3118,10300,0,133099,13829,682,223,900,0,0,0,2242,0,2,9,17,2,15,4,0,False,False,False,11204,0,3143,1031,3001,1029,3158,3364,2,0,1204,95309,8740,7181,17,75,0,16736,721,12501,0,130820,9598,6189,44,183,0,18774,136,1749,1,5,21,30,2,16,2,1,False,False,False,12814,0,3140,2015,1055,3078,3020,3363,3,3,858,139904,25484,10423,1,16,0,46663,6443,9386,0,186568,31927,3322,259,0,0,0,0,1366,0,2,8,19,4,16,2,1,False,False,False,13957,0,3139,3158,3087,3508,1038,3363,2,2,1569,34755,1374,4311,1,10,0,174754,13615,10015,0,209509,14990,2999,335,0,0,0,0,170,1,1,7,15,2,12,6,0,False,False,False,8225,0,1328,3190,2049,3024,2010,3364,0,0,1187,14377,6604,11380,0,1,0,3572,1699,7654,0,17949,8304,1639,33,170,0,0,0,54,0,5,25,30,0,1,False,False,True,False,False,False,0,3
1,CW,1,1,1,6,18,4,1,False,True,False,16540,0,3074,3072,3009,0,3071,3363,7,3,454,3650,1672,13660,12,27,0,211748,10447,15221,0,223748,16585,7948,273,609,0,8349,4465,136,4,5,8,22,13,16,1,0,False,False,False,12559,1,3143,3065,3024,3111,1029,3364,2,2,1572,109271,13067,11534,20,82,0,24810,1122,18036,0,152909,14213,13925,34,976,0,18828,24,0,1,2,11,27,9,17,1,0,False,True,False,13269,0,3027,1333,1026,3001,1058,3363,3,2,1725,171507,15872,15699,5,10,0,17456,562,8274,0,188963,16434,5369,253,505,0,0,0,0,1,2,3,18,11,16,2,1,False,True,False,16691,0,3006,3031,1053,3508,3087,3363,5,4,913,36467,1434,4669,0,7,0,222986,21070,7206,0,259453,22504,4395,363,0,0,0,0,0,3,2,12,15,12,14,1,0,False,True,False,10379,0,3117,2303,3190,3082,0,3364,2,2,636,10568,6467,8182,0,0,0,7102,403,9212,0,23828,7965,4176,48,583,0,6158,1094,0,1,13,12,58,1,2,True,True,False,True,False,True,1,10
0,CW,1,0,2,8,16,1,0,False,True,True,12672,0,2033,1029,3025,3742,3065,3363,1,0,2074,2231,1979,8752,2,15,0,134341,3748,21168,0,140694,6511,13409,230,1559,0,4121,784,332,2,3,7,16,9,15,3,0,False,False,False,12235,0,1028,3110,3158,1033,3116,3364,3,2,809,96675,12457,8977,20,55,0,21790,790,12989,0,139988,13399,7894,35,1016,0,21522,152,686,1,6,15,29,8,18,2,1,False,True,False,15737,0,3094,3031,1055,3078,3020,3363,6,3,1020,192922,20734,7026,3,24,0,64807,5229,11284,0,259638,26289,3012,299,82,1,1908,325,1016,2,5,6,22,6,16,4,0,False,False,False,16934,1,1001,3031,3087,3508,3036,3363,6,3,815,37006,1644,4997,2,32,0,254211,27285,6885,0,293005,30129,3015,316,147,0,1788,1200,240,2,2,6,11,13,13,3,0,False,True,True,9974,0,1326,2303,3190,0,1029,3364,0,0,1023,11878,6044,7378,1,0,0,7572,555,9249,0,26609,6599,1142,31,653,0,7158,0,592,0,13,9,68,0,1,False,True,False,True,True,True,1,8
1,HMA,0,1,2,6,17,5,1,False,False,False,13682,0,3078,1036,3009,3065,3052,3340,2,2,1019,15808,2121,10890,1,15,0,159352,6554,16861,0,176432,9945,5502,241,853,0,1270,1270,458,2,3,11,15,11,15,3,0,False,False,False,12646,0,1410,0,1333,3065,3110,3364,1,0,1562,108560,11888,10000,21,71,0,21804,1019,21031,0,151051,13372,12256,72,953,0,20686,464,283,0,4,31,27,6,17,1,1,False,False,False,15779,0,3025,3082,3001,3068,1323,3340,6,6,2240,141376,14565,7465,4,13,0,44001,3405,10423,0,186221,18126,3019,311,1141,0,844,156,995,0,3,4,18,9,16,2,1,False,False,False,15154,0,3153,3158,3025,3036,3042,3363,4,3,1193,32941,5830,6300,2,27,0,213324,20344,8792,0,250197,27150,3733,260,1208,0,3932,976,153,1,1,8,12,12,12,5,0,False,False,False,9821,0,3190,2303,3024,3082,0,3364,0,0,853,10472,1706,11404,1,0,0,8008,656,17752,0,22625,2362,15476,37,133,0,4144,0,572,1,9,10,44,2,3,True,False,True,False,False,False,0,5
0,CW,0,0,3,9,18,2,0,False,False,False,15676,0,3140,3102,3111,3025,3068,3363,1,0,2599,167062,12616,6512,0,10,0,53144,2835,14611,0,221293,15451,3491,322,1496,0,1087,0,707,0,3,3,24,9,17,7,0,False,False,False,14005,0,3143,3156,3158,1412,3211,3364,2,0,1160,23867,1712,10399,22,69,0,114676,9321,31819,0,155770,11558,9830,40,766,0,17227,524,675,0,2,25,32,6,18,4,1,False,False,False,19190,0,3031,3094,3135,3078,1311,3363,6,3,1456,252787,33067,13052,8,46,0,74848,5872,9539,0,328760,39865,1660,337,560,0,1125,925,226,2,3,13,26,7,18,2,1,False,False,False,20734,0,3508,3031,3111,3087,3036,3363,5,5,2602,75628,2345,4721,3,40,0,363784,34774,9496,0,442816,37552,4168,410,254,1,3404,432,161,2,2,7,20,10,14,4,0,False,False,True,11627,0,1326,2303,3190,2010,0,3364,0,0,1108,13424,6330,9369,1,0,0,5483,467,12717,0,23308,6798,3323,40,951,0,4401,0,725,0,16,9,83,1,2,False,True,False,False,True,True,0,7
1,HMA,1,1,3,10,18,0,0,False,True,False,19683,0,3078,3075,1316,3053,3065,3340,3,3,0,13815,4687,17279,3,15,0,303833,10773,18215,0,317953,15460,16030,405,1304,0,304,0,375,3,3,15,23,12,18,3,2,False,False,False,16115,0,1410,1031,1333,3110,3065,3364,5,3,1012,138880,12930,12380,16,81,0,27249,1369,22854,0,189390,14540,14076,68,1478,0,23260,240,488,0,3,25,32,12,18,5,0,False,False,False,16090,0,3157,3136,1058,3135,1313,3363,3,0,1128,186104,15800,10931,0,30,0,20506,100,12492,0,207186,16226,7033,273,2919,0,575,325,445,2,4,10,23,7,18,2,2,False,False,False,19915,1,3153,3042,3139,3025,1330,3363,8,5,1684,56219,5686,7200,7,37,0,270441,29014,13440,0,331290,36630,4937,344,1730,1,4629,1929,25,2,0,9,17,17,15,4,0,False,True,False,12005,0,3190,2303,3110,0,1308,3364,0,0,1149,4902,1805,13041,0,0,0,6644,864,20879,0,16121,2669,22968,48,348,0,4574,0,548,0,10,21,64,1,3,True,False,True,True,False,False,1,8
0,CW,0,0,4,2,17,4,0,False,True,False,12860,0,3140,1031,3068,3025,3065,3363,0,0,1052,179361,8761,4678,0,17,0,46027,3421,16169,0,225388,12182,2782,297,1498,0,0,0,866,1,3,7,18,2,14,4,0,False,True,False,10848,0,3143,2043,3065,1029,3111,3364,0,0,1250,94049,6567,4935,20,68,0,23162,248,19270,0,134497,6815,8891,48,945,0,17286,0,1082,1,8,16,32,2,16,3,0,False,False,False,13484,1,3031,3020,1055,3078,3094,3363,2,2,1210,167841,17833,12210,0,24,0,53644,6589,9081,0,221797,24631,1813,285,257,0,312,208,136,3,5,13,19,0,14,3,0,False,True,False,12276,0,3153,3035,3025,3042,3158,3363,2,2,1041,25411,4873,4254,0,8,0,139746,19855,6335,0,166294,24832,1798,251,948,0,1136,104,176,0,1,8,10,3,12,3,0,False,True,False,8340,0,1328,2049,3190,1029,1027,3364,0,0,1648,3113,1035,12317,0,0,0,5188,637,10913,0,12282,1672,12394,31,61,0,3980,0,716,0,7,8,48,0,1,False,False,False,True,False,False,1,5
1,HMA,1,1,4,9,18,1,0,False,False,False,15705,2,3153,3111,3065,3053,0,3340,1,0,1257,4308,2406,11780,15,5,0,234182,9289,26841,0,239994,12384,16226,298,385,0,1504,688,0,4,3,12,17,8,16,0,0,False,False,True,13757,1,3156,3009,3086,1042,3931,3363,5,5,0,26196,1692,7076,13,72,0,156558,13422,17836,0,198446,16601,15420,65,188,0,15691,1486,0,0,5,16,21,8,17,1,0,False,False,False,14327,0,3285,3001,1026,1058,3165,3340,5,4,388,169627,24661,8958,7,13,0,23792,1199,9246,0,193419,25861,3548,231,77,0,0,0,312,0,3,11,20,5,16,0,1,False,False,False,15685,0,3153,1037,3139,3085,3006,3363,5,5,0,5743,1511,4542,7,18,0,212336,13149,10118,0,221719,14660,4106,290,883,1,3640,0,0,5,0,7,12,9,14,2,0,False,False,False,10810,0,2301,0,3024,1328,0,3364,1,0,1146,15560,8124,7913,0,0,0,7709,1446,9405,0,24071,10372,1819,18,167,0,802,802,0,0,5,13,35,1,3,True,True,True,False,True,True,4,10
0,HMA,1,0,5,6,18,2,0,False,False,False,16161,0,3065,3025,3053,1031,3009,3340,4,2,1243,3403,2952,6802,11,17,0,238637,14389,24406,0,242757,17549,13710,301,957,0,716,208,207,3,2,9,16,2,15,5,0,False,False,False,12342,0,3156,1042,3931,3009,1042,3364,2,0,1070,18349,637,5453,14,75,0,130621,9504,23591,0,167436,10453,13179,59,376,0,18465,312,726,1,4,23,16,4,17,1,1,False,False,False,14036,0,3135,3158,3001,3165,1056,3340,4,3,1106,143944,17383,5905,0,4,0,29156,866,7696,0,173101,18250,2302,287,27,0,0,0,360,0,5,14,21,3,16,3,0,False,False,False,15190,1,3087,3158,3508,3155,1036,3363,2,0,1102,38065,2283,3915,2,27,0,190733,15116,10379,0,229567,17607,3362,304,243,0,768,208,50,3,0,12,10,1,11,4,0,False,False,False,8874,0,3190,2303,2043,0,0,3364,0,0,1079,6747,2406,6640,0,0,0,6538,122,12838,0,20923,2528,1612,37,373,0,7637,0,139,0,11,10,51,0,3,False,True,True,False,True,True,1,8
1,CW,0,1,5,10,17,3,0,False,False,False,14531,1,3031,0,3508,3155,3009,3363,2,2,907,5832,3264,2737,0,27,0,206992,14612,14365,0,219802,18854,5763,233,600,0,6978,977,256,2,6,6,21,12,15,2,0,False,True,False,11304,0,3143,1031,3065,3111,0,3364,0,0,1099,91928,9395,8186,5,81,0,19153,905,19751,0,127205,10301,12299,41,820,0,16123,0,240,1,7,23,38,10,18,4,0,False,True,False,14326,0,3027,1313,1058,1052,3001,3363,3,2,1041,200960,13782,11781,0,17,0,16769,581,11133,0,218207,14714,4664,279,544,0,477,350,128,0,2,1,20,3,16,1,2,False,True,False,16195,0,3153,3085,3053,3156,1038,3363,10,10,2191,3033,446,1553,4,20,0,225231,25352,10843,0,230460,25954,3935,283,865,1,2196,156,0,2,2,10,13,14,14,2,0,False,True,False,9920,0,1327,2045,3190,1029,2043,3364,0,0,1092,6354,1599,2497,0,0,0,5926,679,7746,0,12280,2278,4869,16,144,0,0,0,104,0,13,12,58,1,1,True,False,False,True,False,False,1,7
0,CW,0,0,1,1,16,3,0,False,False,False,11720,0,3074,1038,3009,1053,3071,3363,2,2,762,7507,802,5575,8,15,0,175803,3127,18697,0,185801,6420,4988,228,111,0,2490,2490,114,2,4,4,15,3,14,2,0,False,False,False,10204,0,1410,3027,3158,1058,3191,3363,1,0,1723,118666,13752,8989,19,69,0,20073,886,12367,0,153112,14726,9571,50,357,0,14373,88,120,0,3,11,26,2,14,4,0,False,False,False,10625,0,3116,1052,3158,1056,3001,3363,0,0,1016,140543,13699,7131,0,13,0,14297,232,6135,0,154841,13932,783,259,338,0,0,0,146,0,3,1,12,1,13,2,0,False,False,False,10204,0,3153,3085,3155,3009,3052,3363,2,2,1397,2900,866,5004,1,13,0,108302,7721,6779,0,112946,9251,2161,194,410,0,1744,664,0,0,1,4,10,4,10,3,0,False,False,False,7090,0,1327,2049,3105,2031,0,3364,0,0,1226,6286,2850,7726,2,0,0,4604,852,4562,0,10933,3744,1869,9,118,0,42,42,190,1,5,6,52,0,1,False,False,False,False,False,True,0,4
1,HMA,1,1,1,6,14,2,0,False,True,False,10434,0,3025,0,3068,3009,0,3340,0,0,591,57290,6072,5407,0,3,0,37061,2283,6514,0,94352,8355,1855,161,981,0,0,0,1000,2,3,3,13,6,14,1,0,False,False,False,10445,1,3742,3211,3009,1031,3067,3364,1,0,1874,74422,6507,5954,12,57,0,25428,542,14113,0,112620,7050,10352,53,587,0,12770,0,1854,0,4,16,24,3,16,0,0,False,True,False,13504,0,3089,1052,3165,1058,3009,3340,6,6,0,130076,18716,7247,13,3,0,29043,573,4168,0,159309,19479,2198,239,34,0,190,190,80,3,5,12,18,1,15,1,2,False,True,False,15880,1,3508,3094,1333,3031,3155,3363,7,6,1033,8003,616,4750,5,15,0,230112,16508,5155,0,245731,17504,2383,285,380,0,7615,380,30,3,0,8,10,7,12,1,0,False,True,False,9188,1,3060,2303,0,1011,2010,3364,0,0,1016,6633,2514,9690,1,0,0,10644,148,7799,0,25373,2663,3098,48,178,0,8094,0,320,1,5,10,33,1,2,True,True,True,True,True,False,3,10
0,HMA,1,0,2,5,16,3,2,False,False,False,13497,0,3075,3082,3025,3065,3009,3340,9,4,1009,91103,13443,5616,1,5,0,44630,5052,5842,0,135733,18495,2376,194,1210,0,0,0,2276,2,4,8,16,16,16,0,0,False,True,True,11773,0,3742,3065,3009,1031,2043,3364,0,0,0,103408,12897,4738,17,69,0,33088,2541,16247,0,157137,15803,12911,51,772,0,20641,364,1104,1,3,15,19,4,16,3,0,False,True,False,12393,0,1026,1058,3001,3135,3020,3363,4,2,949,124902,18175,4822,6,10,0,27347,1217,9082,0,153807,20410,1925,227,72,0,1558,1018,974,0,6,1,19,6,15,2,1,False,True,False,14734,0,3508,3046,1333,3031,1053,3363,9,5,1618,4478,568,4583,5,7,0,161470,25768,7433,0,167152,26860,2712,261,113,0,1204,524,270,3,1,8,14,16,13,0,0,False,True,False,10005,0,0,2301,3060,3028,3114,3364,0,0,0,12807,7619,4157,0,0,0,6557,1106,3063,0,19364,8726,1055,21,115,0,0,0,192,1,8,14,41,1,2,True,True,True,True,False,True,1,9
1,CW,0,1,2,1,16,5,0,False,False,False,11034,0,3074,2043,3009,3071,1038,3363,2,0,657,2938,943,10857,0,15,0,125196,5807,11499,0,134163,10732,5012,231,314,0,6029,3981,554,1,5,6,18,3,13,3,0,False,False,False,9536,0,1409,1011,3009,1031,0,3364,2,0,1132,25620,3574,11726,21,52,0,61706,2795,19006,0,100827,6705,10991,38,699,0,13501,336,280,0,6,10,30,4,17,3,0,False,False,False,12443,0,3135,1026,3158,3027,1058,3363,3,2,1137,152197,13109,11176,0,11,0,19170,882,7421,0,172516,14052,2743,283,813,0,1148,60,550,0,1,9,13,3,13,6,0,False,False,False,10099,0,3153,1037,3085,1055,3006,3363,1,0,910,1383,477,9653,1,6,0,101460,8450,8074,0,102843,8928,2127,214,295,0,0,0,112,0,3,7,15,2,11,5,0,False,False,False,6956,0,3117,2049,3105,3067,0,3364,0,0,911,6790,4035,9290,0,0,0,3564,397,9445,0,15345,4873,1328,30,364,0,4990,440,410,0,5,6,32,0,1,False,False,False,False,False,False,0,2
