,team_name,win,side,game_num,0/stats/assists,0/stats/champLevel,0/stats/deaths,0/stats/doubleKills,0/stats/firstBloodAssist,0/stats/firstInhibitorAssist,0/stats/firstTowerAssist,0/stats/goldEarned,0/stats/inhibitorKills,0/stats/item1,0/stats/item2,0/stats/item3,0/stats/item4,0/stats/item5,0/stats/item6,0/stats/kills,0/stats/largestKillingSpree,0/stats/longestTimeSpentLiving,0/stats/magicDamageDealt,0/stats/magicDamageDealtToChampions,0/stats/magicalDamageTaken,0/stats/neutralMinionsKilledEnemyJungle,0/stats/neutralMinionsKilledTeamJungle,0/stats/pentaKills,0/stats/physicalDamageDealt,0/stats/physicalDamageDealtToChampions,0/stats/physicalDamageTaken,0/stats/quadraKills,0/stats/totalDamageDealt,0/stats/totalDamageDealtToChampions,0/stats/totalHeal,0/stats/totalMinionsKilled,0/stats/totalTimeCrowdControlDealt,0/stats/tripleKills,0/stats/trueDamageDealt,0/stats/trueDamageDealtToChampions,0/stats/trueDamageTaken,0/stats/turretKills,0/stats/visionWardsBoughtInGame,0/stats/wardsKilled,0/stats/wardsPlaced,1/stats/assists,1/stats/champLevel,1/stats/deaths,1/stats/doubleKills,1/stats/firstBloodAssist,1/stats/firstInhibitorAssist,1/stats/firstTowerAssist,1/stats/goldEarned,1/stats/inhibitorKills,1/stats/item1,1/stats/item2,1/stats/item3,1/stats/item4,1/stats/item5,1/stats/item6,1/stats/kills,1/stats/largestKillingSpree,1/stats/longestTimeSpentLiving,1/stats/magicDamageDealt,1/stats/magicDamageDealtToChampions,1/stats/magicalDamageTaken,1/stats/neutralMinionsKilledEnemyJungle,1/stats/neutralMinionsKilledTeamJungle,1/stats/pentaKills,1/stats/physicalDamageDealt,1/stats/physicalDamageDealtToChampions,1/stats/physicalDamageTaken,1/stats/quadraKills,1/stats/totalDamageDealt,1/stats/totalDamageDealtToChampions,1/stats/totalHeal,1/stats/totalMinionsKilled,1/stats/totalTimeCrowdControlDealt,1/stats/tripleKills,1/stats/trueDamageDealt,1/stats/trueDamageDealtToChampions,1/stats/trueDamageTaken,1/stats/turretKills,1/stats/visionWardsBoughtInGame,1/stats/wardsKilled,1/stats/wardsPlaced,2/stats/assists,2/stats/champLevel,2/stats/deaths,2/stats/doubleKills,2/stats/firstBloodAssist,2/stats/firstInhibitorAssist,2/stats/firstTowerAssist,2/stats/goldEarned,2/stats/inhibitorKills,2/stats/item1,2/stats/item2,2/stats/item3,2/stats/item4,2/stats/item5,2/stats/item6,2/stats/kills,2/stats/largestKillingSpree,2/stats/longestTimeSpentLiving,2/stats/magicDamageDealt,2/stats/magicDamageDealtToChampions,2/stats/magicalDamageTaken,2/stats/neutralMinionsKilledEnemyJungle,2/stats/neutralMinionsKilledTeamJungle,2/stats/pentaKills,2/stats/physicalDamageDealt,2/stats/physicalDamageDealtToChampions,2/stats/physicalDamageTaken,2/stats/quadraKills,2/stats/totalDamageDealt,2/stats/totalDamageDealtToChampions,2/stats/totalHeal,2/stats/totalMinionsKilled,2/stats/totalTimeCrowdControlDealt,2/stats/tripleKills,2/stats/trueDamageDealt,2/stats/trueDamageDealtToChampions,2/stats/trueDamageTaken,2/stats/turretKills,2/stats/visionWardsBoughtInGame,2/stats/wardsKilled,2/stats/wardsPlaced,3/stats/assists,3/stats/champLevel,3/stats/deaths,3/stats/doubleKills,3/stats/firstBloodAssist,3/stats/firstInhibitorAssist,3/stats/firstTowerAssist,3/stats/goldEarned,3/stats/inhibitorKills,3/stats/item1,3/stats/item2,3/stats/item3,3/stats/item4,3/stats/item5,3/stats/item6,3/stats/kills,3/stats/largestKillingSpree,3/stats/longestTimeSpentLiving,3/stats/magicDamageDealt,3/stats/magicDamageDealtToChampions,3/stats/magicalDamageTaken,3/stats/neutralMinionsKilledEnemyJungle,3/stats/neutralMinionsKilledTeamJungle,3/stats/pentaKills,3/stats/physicalDamageDealt,3/stats/physicalDamageDealtToChampions,3/stats/physicalDamageTaken,3/stats/quadraKills,3/stats/totalDamageDealt,3/stats/totalDamageDealtToChampions,3/stats/totalHeal,3/stats/totalMinionsKilled,3/stats/totalTimeCrowdControlDealt,3/stats/tripleKills,3/stats/trueDamageDealt,3/stats/trueDamageDealtToChampions,3/stats/trueDamageTaken,3/stats/turretKills,3/stats/visionWardsBoughtInGame,3/stats/wardsKilled,3/stats/wardsPlaced,4/stats/assists,4/stats/champLevel,4/stats/deaths,4/stats/doubleKills,4/stats/firstBloodAssist,4/stats/firstInhibitorAssist,4/stats/firstTowerAssist,4/stats/goldEarned,4/stats/inhibitorKills,4/stats/item1,4/stats/item2,4/stats/item3,4/stats/item4,4/stats/item5,4/stats/item6,4/stats/kills,4/stats/largestKillingSpree,4/stats/longestTimeSpentLiving,4/stats/magicDamageDealt,4/stats/magicDamageDealtToChampions,4/stats/magicalDamageTaken,4/stats/neutralMinionsKilledEnemyJungle,4/stats/neutralMinionsKilledTeamJungle,4/stats/pentaKills,4/stats/physicalDamageDealt,4/stats/physicalDamageDealtToChampions,4/stats/physicalDamageTaken,4/stats/quadraKills,4/stats/totalDamageDealt,4/stats/totalDamageDealtToChampions,4/stats/totalHeal,4/stats/totalMinionsKilled,4/stats/totalTimeCrowdControlDealt,4/stats/tripleKills,4/stats/trueDamageDealt,4/stats/trueDamageDealtToChampions,4/stats/trueDamageTaken,4/stats/turretKills,4/stats/visionWardsBoughtInGame,4/stats/wardsKilled,4/stats/wardsPlaced,baronKills,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,towerKills
1,HMA,1,1,1,10,18,3,0,False,True,True,18985,1,3156,3078,3047,3036,3026,3364,5,3,1898,14826,2902,14055,10,1,0,196691,14416,17893,0,250913,20820,12922,322,295,0,39395,3501,1421,2,3,19,28,10,18,3,1,False,True,False,17673,0,3190,1011,3111,3025,3065,3364,2,0,890,148411,21691,22497,28,104,0,37526,2920,35535,0,210487,25019,31880,39,1100,0,24550,408,2718,2,13,23,44,9,18,2,0,False,True,False,23472,0,3135,3158,3100,3089,3198,3363,6,5,791,507539,63270,12408,9,46,0,21456,307,9215,0,529745,64152,7608,439,1554,0,750,575,1406,2,3,13,28,11,18,5,0,False,False,False,22615,1,3094,3033,3508,3006,3031,3363,4,3,1275,9123,1683,13007,7,26,0,455034,46954,16403,0,467240,48931,6038,432,230,0,3082,294,887,3,3,21,16,12,16,5,0,False,True,True,15713,1,3190,3222,3116,3117,2043,3364,1,0,1069,14400,6308,8621,0,0,0,7909,1030,19113,0,23230,8259,4762,37,181,0,920,920,171,0,16,35,81,1,1,True,False,False,True,True,True,3,11
0,HMA,1,0,2,9,16,3,0,False,True,False,12296,0,0,3047,3053,3110,3071,3340,2,0,744,0,0,3508,2,3,0,132955,10790,13992,0,148662,14911,4539,252,764,0,15706,4120,136,2,4,5,14,7,16,0,1,False,True,False,14011,1,0,1410,3158,3116,3174,3364,8,8,0,145964,17092,3690,51,61,0,25997,1925,13926,0,193620,19590,13509,65,707,0,21658,572,0,0,5,18,20,12,16,3,1,False,False,True,14210,0,3089,3158,1056,3100,3027,3363,3,3,1017,175733,16567,7496,7,8,0,18200,1098,7797,0,194693,17666,2838,222,277,0,760,0,154,3,4,3,15,3,15,3,1,False,False,False,13549,0,3142,3006,3085,1038,1053,3340,10,5,986,0,0,2250,6,14,0,121322,20362,5745,0,132647,23191,1294,211,596,0,11324,2829,2320,2,1,8,12,11,11,2,0,False,True,True,8255,0,2303,2043,0,3117,0,3364,1,0,1585,7160,3369,3584,0,0,0,3825,602,8898,0,11030,3971,2053,35,87,0,44,0,2280,0,8,11,42,0,2,False,False,True,True,False,True,2,10
1,4G,0,1,2,2,15,5,0,False,False,False,9828,0,3211,3082,1055,1011,3047,3340,3,0,585,11469,1373,7923,0,2,0,92766,7385,7822,0,104235,8758,600,182,681,0,0,0,1226,0,4,4,16,3,13,6,1,False,False,False,8859,0,3078,1029,3111,0,0,3364,2,2,940,27816,2837,10468,4,72,0,60417,4544,20754,0,100221,7886,6493,38,226,0,11987,504,1847,0,6,10,9,2,14,4,0,False,False,False,10078,0,2031,3116,1056,3111,3198,3363,1,0,1049,130566,13074,6076,0,1,0,11670,337,5454,0,142237,13412,449,255,269,0,0,0,719,0,5,6,16,1,12,4,0,False,False,False,9432,0,3142,3139,3006,1042,1055,3363,4,2,769,0,0,2708,0,1,0,54309,9369,9921,0,54309,9369,2136,156,51,0,0,0,1130,1,0,7,11,5,11,5,0,False,False,False,6647,0,2031,2303,3105,3117,1028,3364,0,0,774,8050,3244,9852,0,0,0,3027,679,8809,0,16194,4310,5731,37,77,0,5116,386,2597,0,8,9,37,0,0,False,True,False,False,False,False,0,1
0,MSF,1,0,1,3,18,3,0,False,False,False,15616,0,3065,3071,1031,3022,3111,3340,0,0,1013,31618,2318,6758,3,3,0,208942,13335,16137,0,246896,15653,2088,355,1108,0,6336,0,330,3,3,2,21,3,17,1,0,False,True,True,14871,0,3742,3083,3065,1401,3111,3364,2,2,984,66505,3382,6445,32,108,0,114526,2096,27970,0,203853,6702,20530,39,700,0,22821,1224,0,1,5,23,42,2,18,1,0,False,True,False,18253,0,3135,3115,3001,3006,1058,3340,5,5,975,301743,32643,6324,9,21,0,16279,554,6121,0,318023,33197,3004,383,628,0,0,0,0,2,4,7,18,2,17,1,0,False,False,False,15996,2,3139,3006,3085,3031,3033,3363,1,0,1277,1969,1258,4790,6,29,0,252720,13251,6631,0,260539,14606,2562,343,3897,0,5850,96,0,1,4,6,14,4,14,1,0,False,True,False,10102,0,3190,3401,0,3117,1029,3364,0,0,1038,10271,4772,7884,0,0,0,6792,394,7805,0,23650,5166,2915,54,198,0,6586,0,0,0,13,20,57,1,1,True,False,False,True,True,True,2,11
1,MIL,0,1,1,7,18,1,0,False,False,False,11878,0,3065,3047,0,1054,3068,3340,0,0,1769,103045,6129,3305,0,2,0,37863,4367,13513,0,140909,10496,1272,260,523,0,0,0,112,0,3,2,18,3,16,2,1,False,False,False,11760,0,1029,1410,3047,3110,1033,3364,3,2,1761,116483,7812,9665,13,106,0,26591,840,13863,0,163436,8653,10891,41,1256,0,20361,0,404,1,11,20,38,3,17,2,0,False,False,False,12872,0,3157,3111,1052,3065,3116,3340,0,0,2004,197452,10024,21500,2,5,0,20357,230,13456,0,217809,10255,33893,336,639,0,0,0,0,0,5,4,23,2,17,1,0,False,False,False,15169,0,3142,1055,3046,3006,3071,3363,4,4,2208,7780,680,3099,2,21,0,244757,18844,13932,0,254811,19855,2959,368,150,0,2274,330,396,0,0,9,10,6,14,2,0,False,False,False,8708,0,2301,3190,2043,3117,3028,3364,0,0,1755,19916,6277,7537,0,0,0,5589,541,7919,0,25506,6818,977,27,128,0,0,0,408,0,8,16,43,0,2,False,True,True,False,False,False,0,1
0,MIL,0,0,2,3,15,4,0,False,False,False,9534,0,2033,3211,3047,3082,1054,3340,0,0,751,3320,3320,8233,0,1,0,107006,4059,16849,0,110326,7379,8384,230,222,0,0,0,272,0,2,4,16,1,14,3,0,False,False,False,8889,0,3143,1410,3047,2043,1028,3364,2,2,1074,80677,8631,8608,1,78,0,17908,673,15016,0,113367,9329,8117,34,773,0,14781,24,639,0,3,11,25,2,16,4,0,False,False,False,10437,0,3116,1056,1026,3158,1052,3363,0,0,902,167653,15004,6529,0,3,0,10546,328,5565,0,178199,15333,530,282,333,0,0,0,537,0,3,6,11,2,13,4,0,False,False,False,9670,0,3142,3035,1036,1055,3158,3363,2,2,870,1738,1194,5107,0,4,0,103999,8566,5812,0,105793,9817,1843,212,84,0,56,56,172,0,0,4,8,4,12,3,0,False,False,False,6727,0,2303,3190,2043,3117,0,3364,0,0,1052,8338,2188,6222,0,0,0,5752,1181,8279,0,14539,3818,1774,52,70,0,448,448,543,0,6,11,36,0,0,False,False,False,False,False,False,0,0
1,MSF,1,1,2,5,17,1,1,False,False,False,14298,0,3022,3026,3211,3047,1055,3340,3,3,829,23277,1680,4360,9,0,0,179783,13683,9440,0,204548,15363,1478,281,1061,0,1488,0,84,2,2,2,15,6,17,1,1,False,True,True,14137,0,0,3026,3742,1401,3111,3364,5,5,1573,52474,4743,9227,33,89,0,133389,7476,25861,0,206658,13979,19359,46,672,0,20794,1760,24,1,6,9,11,6,18,0,0,False,False,False,15240,1,3152,3157,1057,3158,1026,3340,5,5,0,219430,25300,9853,20,7,0,20173,1418,13349,0,239772,26803,34927,302,773,0,168,84,230,0,4,2,15,4,15,2,1,False,False,False,13996,0,3142,3071,3006,3094,1055,3363,3,2,1467,5672,409,5344,16,14,0,183872,9384,7872,0,199077,10114,2630,243,378,0,9532,320,90,4,2,8,13,10,13,0,0,False,False,True,10173,0,3069,3152,0,3117,0,3364,2,2,1884,8300,2567,4514,1,0,0,10125,915,5664,0,22393,3482,7111,42,62,0,3968,0,1100,0,10,18,48,2,3,True,True,True,True,True,True,1,9
0,MIL,0,0,3,3,12,7,0,False,False,False,7156,0,3068,3047,3211,2043,1031,3340,0,0,563,35873,3799,7854,0,0,0,18672,2945,9549,0,54545,6745,581,145,217,0,0,0,386,0,2,0,13,1,12,5,0,False,False,False,7168,0,1011,1410,0,1029,3211,3364,0,0,1146,66140,5795,8244,4,76,0,21134,263,16649,0,98411,6058,7467,26,586,0,11137,0,472,0,8,10,34,2,14,5,0,False,False,False,8408,0,2003,2043,3116,3065,3158,3340,0,0,571,101071,8969,13366,0,5,0,13393,305,11901,0,114465,9274,15565,218,142,0,0,0,34,0,2,2,9,0,13,2,1,False,False,False,9693,0,3142,3006,3086,1042,1055,3363,2,2,1426,2431,362,4828,1,6,0,126545,14916,7864,0,128976,15278,1803,254,0,0,0,0,140,0,0,5,8,1,11,3,0,False,False,False,5988,0,2049,3190,3117,1028,3301,3364,2,0,1147,4614,1571,3688,0,0,0,6261,1762,8510,0,10876,3334,2547,14,73,0,0,0,118,0,6,9,24,0,1,False,False,True,False,False,False,0,0
1,MSF,1,1,3,10,15,0,0,False,True,False,12092,0,3143,2033,3111,3026,0,3340,4,4,1606,5005,1873,6045,5,0,0,131091,13062,12232,0,137584,14936,7411,219,230,0,1488,0,0,3,3,2,15,8,16,0,0,False,True,False,11664,0,3742,3190,1057,1401,3111,3364,4,4,0,46911,4040,3109,37,75,0,97761,4050,26010,0,169239,8935,15970,21,685,0,24566,844,0,0,2,8,25,6,16,1,3,False,False,False,13514,0,3151,3165,3020,1056,2043,3340,9,8,729,131528,28071,3820,7,11,0,31754,3186,3219,0,164098,31563,1794,223,2402,0,816,306,0,3,5,5,11,10,15,1,1,False,True,False,12029,0,1038,3006,3508,1036,1055,3363,5,4,1331,1552,413,3719,1,8,0,126405,13930,5262,0,128446,14344,2295,224,48,0,488,0,0,0,2,8,10,16,12,2,0,False,True,False,7644,0,0,3152,2043,3117,3302,3364,0,0,1333,8904,3582,4856,0,0,0,6160,802,11093,0,18099,4385,4570,26,86,0,3034,0,0,0,7,6,33,1,1,True,True,False,True,True,True,1,8
0,NRV,0,0,1,3,18,4,0,False,False,True,15041,0,3143,1031,3068,3111,3102,3363,2,2,1133,131274,5011,11530,0,4,0,65625,5286,27845,0,198230,10297,2616,339,729,0,1331,0,1135,0,6,10,24,1,17,3,0,False,False,False,13794,0,3116,3157,3135,2043,3158,3363,2,2,1473,161895,13866,12015,7,106,0,20963,1009,28448,0,209947,14992,22318,79,1304,0,27088,116,1186,2,6,22,37,0,17,3,0,False,False,False,14483,0,3020,3027,3089,1056,1026,3363,0,0,1442,263341,16635,5370,3,26,0,13776,88,21055,0,277474,16799,6097,360,676,0,357,75,602,0,4,6,22,3,17,2,0,False,False,False,16144,0,3140,3036,3025,3006,3042,3363,1,0,2014,46221,5844,8271,1,25,0,234010,27833,19029,0,285464,34543,6243,347,1283,0,5232,865,361,0,1,13,17,3,15,2,0,False,False,False,10453,0,3117,2303,3190,1028,0,3364,0,0,2252,12042,5274,10111,0,0,0,7378,800,22533,0,33150,7047,5383,68,1175,0,13729,972,1075,0,10,13,67,0,2,False,True,True,False,True,True,0,2
1,EPS,1,1,1,7,18,3,0,False,True,False,18029,0,3152,1026,3111,3151,3116,3340,1,0,1283,278680,24876,11172,5,14,0,24490,847,14860,0,304912,26125,3858,380,3799,0,1740,400,494,0,6,4,27,8,18,0,0,False,True,False,15444,0,3143,3111,1401,3065,3026,3364,3,3,0,60572,9020,13589,30,81,0,107128,6022,35304,0,193733,17070,29180,61,878,0,26032,2027,981,1,7,30,39,8,18,0,0,False,True,False,18073,0,3033,3147,3156,3042,3158,3363,3,3,0,13814,6925,6175,5,26,0,342221,42982,3639,0,358423,51080,2831,342,545,0,2388,1172,25,2,4,5,16,5,18,1,1,False,False,False,21374,1,3031,3139,3094,3036,3085,3363,7,4,1922,8027,1380,8620,9,31,0,406663,36825,12688,0,421890,38806,4471,396,552,0,7200,600,443,4,3,15,20,14,16,1,0,False,True,False,13813,0,3222,2045,3190,2043,3158,3364,0,0,480,18779,5095,9087,0,0,0,8172,1366,7161,0,27111,6622,6145,33,241,0,160,160,85,1,13,22,52,2,2,True,False,False,True,False,False,2,10
0,EPS,1,0,2,2,16,0,0,False,True,False,11936,0,3065,3025,3158,1011,1082,3340,0,0,0,137187,8280,2752,4,2,0,25180,1707,11654,0,168824,9988,6993,238,781,0,6455,0,50,2,2,0,15,5,16,0,0,False,True,False,13191,0,2031,3158,3027,3001,0,3364,4,4,1870,149124,12618,6131,42,87,0,22822,1199,18634,0,192113,14163,20415,43,269,0,20166,346,0,1,6,20,23,3,17,1,0,False,True,False,13979,0,3165,3089,1056,3006,3116,3363,5,4,1131,219618,22616,8580,7,8,0,15801,711,8739,0,236736,23353,4476,285,885,0,1316,25,115,3,3,6,13,6,15,2,0,False,False,False,13040,2,3042,3078,3155,1053,3134,3363,2,0,856,19739,6009,6580,6,8,0,173912,14211,10583,0,199043,20800,2453,247,233,0,5391,580,184,3,2,3,13,6,12,2,0,False,True,False,8247,0,3190,2301,3117,2043,1029,3364,0,0,945,9648,3269,4082,0,0,0,5618,845,4950,0,15793,4625,1710,17,98,0,525,510,255,0,11,11,41,1,4,True,True,True,True,True,True,2,10
1,NRV,0,1,2,1,15,1,0,False,False,False,9944,0,3047,1028,3102,3071,1011,3340,0,0,960,10936,1158,9402,0,5,0,119524,8334,7515,0,131853,9493,1202,239,675,0,1392,0,296,0,3,0,15,3,13,3,0,False,False,False,9180,0,3152,1058,3158,1052,1011,3340,1,0,887,88261,8661,9271,19,57,0,21889,291,8654,0,122740,9331,5925,36,455,0,12590,378,515,0,4,6,15,0,14,4,0,False,False,False,10008,0,3070,0,3009,1058,1052,3340,3,3,824,122776,14122,17593,1,12,0,15465,990,11350,0,138873,15262,17030,200,368,0,632,150,616,1,1,1,14,0,14,2,0,False,False,False,10990,0,3086,3006,3031,3085,1053,3363,1,0,1309,2409,766,8693,0,13,0,171134,11793,7109,0,173544,12560,1373,252,83,0,0,0,34,2,2,6,11,3,11,1,0,False,False,False,6780,0,3117,2301,3105,3067,0,3364,0,0,969,4638,2252,7833,0,0,0,5003,821,3045,0,11109,3149,9639,20,63,0,1468,76,0,0,7,15,57,0,0,False,False,False,False,False,False,0,2
0,MSF,1,0,1,14,18,1,1,False,False,False,16019,0,3026,3047,3065,3068,3075,3363,8,4,1506,117360,17223,10649,2,1,0,51054,7573,15328,0,176744,24797,4399,253,468,0,8330,0,698,1,5,3,20,15,18,3,0,False,True,False,15496,0,3742,3143,1401,3075,3047,3364,2,0,844,71191,7223,15438,35,79,0,119743,5621,26954,0,211952,14179,21750,61,792,0,21017,1334,1113,2,4,11,40,11,18,4,2,False,True,False,19125,0,3042,3142,3072,3158,1037,3340,14,5,655,14796,6805,12738,17,12,0,263738,34245,7589,0,279738,41317,4230,300,524,0,1204,266,554,1,5,7,16,11,17,4,1,False,False,False,17316,2,3153,3033,3042,3025,3158,3363,7,3,746,30983,8972,9284,14,18,0,210948,16149,8670,0,246665,25614,3694,258,810,0,4733,493,295,5,2,5,13,24,15,2,0,False,True,False,12150,0,3082,3190,0,3009,3075,3364,1,0,1044,14926,7256,9618,1,0,0,9576,1195,13889,0,31699,9207,5217,52,950,0,7195,756,757,0,10,11,54,2,2,True,True,False,True,True,False,2,10
1,HMA,0,1,1,3,16,6,1,False,False,False,13070,0,3068,2043,3047,3065,3075,3340,6,3,860,145121,21440,18530,2,4,0,20118,2362,19594,0,167781,24585,14065,254,1700,0,2541,782,858,0,3,3,18,5,14,6,0,False,False,True,10349,0,3085,2043,0,3071,3006,3340,0,0,1300,3634,24,8651,18,54,0,110464,9595,22180,0,123972,10141,16610,35,230,0,9873,522,582,0,8,11,22,4,16,6,0,False,False,False,12845,0,3115,3020,1056,3116,1052,3363,2,2,745,185522,22548,8104,0,19,0,15023,967,16917,0,200620,23590,3987,268,419,0,75,75,606,1,2,9,14,5,15,7,1,False,False,True,13642,0,3031,2043,3094,3006,3085,3363,5,4,548,1723,243,9125,1,12,0,191734,21410,13059,0,198400,23691,3890,258,402,0,4942,2038,354,1,4,6,12,10,13,7,0,False,False,False,9993,0,2301,3050,1052,3117,0,3364,1,0,760,18473,7567,6547,0,1,0,5742,1365,14997,0,24216,8932,3547,25,222,0,0,0,448,1,9,15,47,0,2,False,False,True,False,False,True,0,3
0,HMA,0,0,2,9,14,3,0,False,False,False,10157,0,3111,3065,3068,3026,0,3340,0,0,1311,60903,3850,14682,0,6,0,26551,3075,8532,0,87455,6926,2127,181,211,0,0,0,689,0,2,9,14,4,14,8,1,False,False,False,10348,0,3156,2043,3006,3134,3133,3364,2,2,449,4985,1678,10883,14,77,0,126871,16282,11323,0,144574,18562,3607,47,314,0,12717,602,717,2,3,8,21,6,16,5,0,False,False,False,12500,0,3158,3027,1058,1026,3165,3363,4,2,749,165481,15489,16391,3,1,0,11483,877,8453,0,177151,16367,4309,273,370,0,187,0,282,0,3,5,16,0,15,5,2,False,False,False,13185,0,3070,3070,3070,3070,3070,3363,6,3,1017,3177,1161,8366,1,10,0,146884,12849,9063,0,152282,14130,2499,262,193,0,2219,120,642,1,3,6,12,7,12,7,0,False,False,False,8420,0,2301,3105,1028,3117,2043,3364,0,0,769,7299,4602,10435,0,0,0,5692,2034,6352,0,13036,6636,8164,13,113,0,44,0,256,0,7,7,41,0,2,False,False,True,False,False,True,0,3
1,MSF,1,1,2,13,17,2,0,False,True,False,14535,0,3116,3151,1026,3111,1054,3363,7,6,993,154139,22218,4216,3,0,0,19851,1007,11669,0,181696,23625,1392,234,959,0,7707,400,160,3,4,0,15,17,17,1,0,False,True,False,13566,0,1031,3143,3065,1401,3111,3364,3,2,1003,59867,6849,8315,40,71,0,94852,6671,29747,0,173852,15028,21155,23,953,0,19132,1508,210,1,3,6,33,6,17,3,3,False,False,False,16311,1,3116,3020,3100,3001,0,3340,12,6,683,205161,22939,5279,11,21,0,14432,760,8328,0,221916,24089,1266,244,277,0,2322,390,0,2,5,7,13,9,15,4,0,False,True,False,13748,0,3142,3147,3156,3158,1055,3340,5,2,730,2846,1662,5231,2,14,0,153657,16014,9487,0,157869,17965,4119,207,135,0,1366,288,20,0,0,3,15,20,14,2,0,False,True,False,11090,0,1033,3190,0,3117,3110,3364,1,0,857,15656,6752,6337,1,0,0,8223,3052,7618,0,23880,9804,4083,23,238,0,0,0,332,1,10,18,45,2,1,True,True,False,True,True,False,1,9
0,MIL,0,0,1,9,15,5,0,False,False,False,11349,0,3068,3211,3075,1054,3047,3340,2,0,1152,74156,7594,10396,0,2,0,34619,4614,11179,0,108775,12208,1302,211,478,0,0,0,654,0,3,2,17,5,15,5,0,False,False,False,11251,0,3065,2049,0,1401,3047,3364,4,3,485,19993,1362,8845,10,82,0,90473,6579,20361,0,137281,11935,6977,45,863,0,26814,3993,1684,0,3,11,25,7,17,4,0,False,False,False,14128,0,3135,3116,2043,3020,3165,3363,5,3,937,232762,29773,7886,0,9,0,11281,525,6845,0,244197,30363,1249,313,492,0,154,64,806,0,5,7,15,4,14,5,0,False,False,True,12201,0,1055,3046,3085,1037,3031,3363,3,2,1232,2709,1751,6167,3,10,0,157853,18049,10089,0,161030,19956,1907,251,2306,0,468,156,224,1,3,12,12,8,13,3,0,False,False,True,9001,0,2045,3190,3117,3098,3028,3364,1,0,885,5817,4112,6959,0,0,0,7951,1485,5610,0,13769,5598,8544,23,81,0,0,0,224,2,5,12,37,0,2,False,False,True,False,False,True,0,4
1,MSF,1,1,1,9,17,5,1,False,False,False,15390,0,0,3065,3047,3078,3026,3340,9,3,696,13993,2869,9499,5,3,0,144017,12401,11910,0,158989,15449,6137,262,251,0,980,178,1422,4,7,9,22,14,18,4,0,False,False,False,15219,0,3742,3748,3065,1401,3111,3364,4,4,834,57123,4864,12963,43,95,0,139142,7264,28629,0,220185,13494,21499,60,872,0,23919,1364,2959,0,3,17,30,10,17,3,2,False,False,False,14615,0,3152,3157,3116,3158,3001,3340,5,5,702,192278,27254,11089,7,15,0,18974,765,17132,0,211841,28159,34763,256,407,0,588,140,734,0,4,4,13,10,17,4,0,False,False,False,14968,1,3094,3123,3006,3508,3031,3340,1,0,628,4677,231,6914,3,26,0,244689,11569,8566,0,252419,12586,3541,309,100,0,3052,786,1097,3,1,4,15,14,14,0,0,False,False,False,9575,0,3028,3190,2043,3117,3114,3364,2,2,0,15937,5035,5718,0,0,0,7551,676,7360,0,24612,6836,3848,39,113,0,1124,1124,0,0,13,9,52,1,1,True,True,False,True,False,False,1,8
0,MSF,1,0,2,4,13,3,0,False,True,False,10235,0,0,1026,1054,3020,3151,3340,1,0,949,101815,9602,4191,4,10,0,13252,382,9389,0,115068,9985,1451,158,364,0,0,0,196,1,2,2,13,7,15,3,0,False,True,False,11924,0,1058,1011,1052,3089,3158,3364,2,0,631,153648,14454,5626,48,71,0,18579,994,19310,0,194995,15631,16964,33,332,0,22767,182,308,0,5,11,22,1,15,0,0,False,True,False,12049,0,1056,3158,3100,3116,2043,3340,4,4,0,159331,15787,4620,3,14,0,13063,366,1910,0,172395,16154,1007,234,214,0,0,0,52,3,5,1,12,3,15,0,0,False,False,False,13096,1,3142,1083,3009,3094,1055,3363,4,4,1648,8260,877,2940,3,7,0,153371,10280,7436,0,165696,11634,3240,242,55,0,4064,476,352,2,1,1,11,10,11,1,0,False,True,False,7601,0,0,3105,0,3117,1028,3364,0,0,819,5576,2363,3442,0,0,0,5537,367,5744,0,11866,3483,890,21,74,0,752,752,0,0,8,11,36,1,2,True,True,True,True,True,False,2,10
1,MIL,0,1,2,1,12,3,0,False,False,False,7782,0,2033,1054,3211,3067,3068,3340,0,0,1046,54881,3369,9567,0,1,0,14708,441,7313,0,69589,3811,2272,135,259,0,0,0,524,1,2,3,12,0,12,1,0,False,False,False,7929,0,3082,3067,3211,3111,1028,3364,3,2,807,17536,2082,13516,14,52,0,53488,4162,13955,0,82129,6904,9226,10,402,0,11106,660,322,0,4,2,11,3,13,1,0,False,False,False,8881,0,2031,3027,1026,3158,3001,3363,0,0,329,102108,10973,7744,1,3,0,13366,516,2510,0,115475,11490,3259,206,679,0,0,0,240,0,3,2,12,1,13,3,1,False,False,True,11250,0,1055,3094,3031,3006,0,3363,4,2,819,1533,1102,5557,0,19,0,118408,7931,5290,0,122999,9282,1201,213,2329,0,3058,248,150,1,1,6,9,2,11,3,0,False,False,True,6233,0,2049,3190,2043,3158,3098,3364,0,0,812,8863,1873,6838,0,0,0,4579,477,3051,0,13443,2351,80,15,293,0,0,0,174,1,7,12,28,0,0,False,False,False,False,False,True,0,4
